-3,3,8.7
2,-1,8.7
0,1,8.7
-2,1,8.7
2,-1,8.7
2,2,8.7
-5,6,8.7
5,-2,8.7
-2,2,8.7
-2,1,8.7
3,-2,8.7
0,1,8.7
-2,3,8.7
1,0,8.7
2,-1,8.7
-2,1,8.7
1,0,8.7
0,0,8.7
4,0,8.7
0,4,8.7
-1,3,8.7
4,-2,8.7
-2,2,8.7
0,0,8.7
2,-1,8.7
1,0,8.7
-1,2,8.7
-1,1,8.7
2,-1,8.7
-2,1,8.7
0,0,8.7
2,-1,8.7
1,-1,8.7
-1,0,8.7
3,-2,8.7
-2,1,8.7
0,0,8.7
1,-1,8.7
1,0,8.7
0,1,8.7
1,0,8.7
1,0,8.7
-2,1,8.7
2,-1,8.7
0,0,8.7
2,1,8.7
-2,-2,8.7
1,2,8.7
2,0,8.7
-2,2,8.7
1,-1,8.7
1,0,8.7
2,1,8.7
-2,0,8.7
3,-1,8.7
-2,2,8.7
0,0,8.7
2,-1,8.7
2,1,8.7
-2,2,8.7
1,1,8.7
2,0,8.7
-2,1,8.7
2,-1,8.7
-2,1,8.7
3,0,8.7
-2,2,8.7
2,-1,8.7
0,0,8.7
-2,1,8.7
2,-1,8.7
1,0,8.7
-2,3,8.7
1,0,8.7
2,-1,8.7
-2,1,8.7
2,-1,8.7
-2,1,8.7
2,0,8.7
-2,1,8.7
1,1,8.7
2,0,8.7
-2,1,8.7
0,0,8.7
1,-1,8.7
-1,0,8.7
-2,0,8.7
2,-1,8.7
-1,-1,8.7
-1,0,8.7
2,-1,8.7
-1,1,8.7
0,0,8.7
-4,0,8.7
3,-2,8.7
-2,1,8.7
-2,1,8.7
2,-2,8.7
0,0,8.7
-5,2,8.7
1,-1,8.7
0,0,8.7
-2,1,8.7
2,-1,8.7
0,-1,8.7
0,-1,8.7
-3,3,8.7
2,-1,8.7
0,0,8.7
-2,1,8.7
1,-1,8.7
2,-2,8.7
-4,1,8.7
-1,-1,8.7
2,-3,8.7
-2,-3,8.7
2,-1,8.7
-1,0,8.7
1,2,8.7
-2,-3,8.7
2,-1,8.7
-1,1,8.7
-1,1,8.7
1,-1,8.7
-1,1,8.7
1,3,8.7
-3,1,8.7
2,0,8.7
0,1,8.7
-2,1,8.7
2,-1,8.7
2,1,8.7
-2,1,8.7
0,2,8.7
2,0,8.7
-2,2,8.7
2,-1,8.7
0,0,8.7
-1,-1,8.7
-3,0,8.7
-2,0,8.7
2,-2,8.7
-2,2,8.7
1,-1,8.7
2,-1,8.7
-1,-1,8.7
-2,0,8.7
2,-2,8.7
-2,2,8.7
1,-1,8.7
0,0,8.7
1,0,8.7
-2,1,8.7
-1,-2,8.7
2,-1,8.7
-2,2,8.7
1,-1,8.7
0,-3,8.7
0,1,8.7
-2,-2,8.7
2,-1,8.7
-2,2,8.7
0,0,8.7
2,-1,8.7
-2,1,8.7
2,2,8.7
0,1,8.7
2,-1,8.7
-2,2,8.7
2,-1,8.7
0,0,8.7
2,0,8.7
0,3,8.7
-1,2,8.7
2,-1,8.7
-1,1,8.7
0,0,8.7
2,-1,8.7
1,0,8.7
-2,2,8.7
1,0,8.7
2,-1,8.7
-2,2,8.7
2,-1,8.7
2,-1,8.7
1,1,8.7
1,0,8.7
1,-1,8.7
-1,1,8.7
2,-1,8.7
0,0,8.7
1,0,8.7
-2,2,8.7
1,0,8.7
2,-1,8.7
-2,2,8.7
1,-1,8.7
0,0,8.7
2,1,8.7
0,-2,8.7
-1,-3,8.7
2,-2,8.7
-1,-22,8.7
1,-1,8.7
-1,1,8.7
2,-1,8.7
-2,-2,8.7
2,0,8.7
0,0,8.7
-2,0,8.7
2,-1,8.7
3,-1,8.7
-3,1,8.7
1,1,8.7
3,3,8.7
-2,-2,8.7
0,-1,8.7
-2,2,8.7
0,1,8.7
-2,2,8.7
-2,0,8.7
0,0,8.7
-1,1,8.7
0,0,8.7
0,0,8.7
2,-1,8.7
-3,3,8.7
-1,2,8.7
-1,1,8.7
-1,1,8.7
1,-1,8.7
-1,1,8.7
2,2,8.7
-1,4,8.7
0,2,8.7
0,1,8.7
0,0,8.7
-2,2,8.7
-1,0,8.7
-2,2,8.7
1,-1,8.7
-2,1,8.7
-2,2,8.7
1,-1,8.7
-2,1,8.7
-2,2,8.7
1,-1,8.7
-2,1,8.7

